tweet,count
“Conservative support for Trump wall soars to 99 percent” https://t.co/Tblpox8Nsg,34
“Democrats need to help fix the border crisis or get out of Trump’s way” https://t.co/IlQ8rbjlfg,36
Thank you @Trish_Regan,9
https://t.co/6CyCpHnR6x,18
WELCOME BACK JOE,4
https://t.co/b2NbBSX3sx,22
The New York Times had no legitimate sources,12
which would be totally illegal,9
concerning the Mueller Report,8
In fact,2
they probably had no sources at all,10
They are a Fake News paper who have already been forced to apologize for their incorrect and very bad reporting on me,33
There is nothing we can ever give to the Democrats that will make them happy,20
This is the highest level of Presidential Harassment in the history of our Country,25
According to polling,6
few people seem to care about the Russian Collusion Hoax,15
but some Democrats are fighting hard to keep the Witch Hunt alive,16
They should focus on legislation or,10
even better,4
an investigation of how the ridiculous Collusion Delusion got started - so illegal,26
Despite the unnecessary and destructive actions taken by the Fed,19
the Economy is looking very strong,11
the China and USMCA deals are moving along nicely,15
there is little or no Inflation,9
and USA optimism is very high,12
THE REPUBLICAN PARTY IS THE PARTY OF THE AMERICAN DREAM,18
The First Step Act proves that our Country can achieve amazing breakthroughs when we put politics aside,26
and put the interests of ALL Americans FIRST,12
https://t.co/dTKubkIBQn https://t.co/kILIFjXglO,31
Congress must get together and immediately eliminate the loopholes at the Border,24
If no action,4
Border,2
or large sections of Border,7
will close,2
This is a National Emergency,10
This will be a great campaign issue,9
I never asked Mitch McConnell for a vote before the Election as has been incorrectly reported (as usual) in the @nytimes,36
but only after the Election when we take back the House etc,19
Republicans will always support pre-existing conditions,16
I was never planning a vote prior to the 2020 Election on the wonderful HealthCare package that some very talented people are now developing for me &amp; the Republican Party,56
It will be on full display during the Election as a much better &amp; less expensive alternative to ObamaCare..,33
Today,2
it was my great honor to welcome @NATO Secretary General @JensStoltenberg to the @WhiteHouse,29
https://t.co/4drPHXZBWH,16
Today,2
"we celebrate the tremendous accomplishments of Americans with ASD and reaffirm our commitment to work together to ensure that every member of our society is afforded equal opportunities to reach their full potential.
#WorldAutismAwarenessDay https://t.co/JQbJ2TGA3P",94
“I haven’t seen any Democrats down here at the Border working with us or asking to speak to any of us,30
They have an open invitation,9
We are getting overrun,7
our facilities are overcapacity,13
We are at an emergency crisis.” Art Del Cueto,14
National Border Patrol Council,9
https://t.co/jVIodsTNNH,16
After many years (decades),7
Mexico is apprehending large numbers of people at their Southern Border,20
mostly from Guatemala,7
Honduras and El Salvador,8
They have ALL been taking U.S,8
money for years,4
and doing ABSOLUTELY NOTHING for us,11
just like the Democrats in Congress,9
There is no amount of testimony or document production that can satisfy Jerry Nadler or Shifty Adam Schiff,33
It is now time to focus exclusively on properly running our great Country,22
Robert Mueller was a God-like figure to the Democrats,15
until he ruled No Collusion in the long awaited $30000000 Mueller Report,24
Now the Dems don’t even acknowledge his name,12
have become totally unhinged,8
and would like to go through the whole process again,12
It won’t happen,5
World Autism Awareness Day 2019: Significance,18
history and theme via @htTweets https://t.co/kRLZoYEIJS,25
In 1998,11
Rep.Jerry Nadler strongly opposed the release of the Starr Report on Bill Clinton,22
No information whatsoever would or could be legally released,18
But with the NO COLLUSION Mueller Report,11
which the Dems hate,4
he wants it all,4
NOTHING WILL EVER SATISFY THEM,9
@foxandfriends,4
The best thing that ever happened to Puerto Rico is President Donald J,20
Trump,1
So many wonderful people,8
but with such bad Island leadership and with so much money wasted,17
Cannot continue to hurt our Farmers and States with these massive payments,19
and so little appreciation,9
Puerto Rico got 91 Billion Dollars for the hurricane,17
more money than has ever been gotten for a hurricane before,17
&amp; all their local politicians do is complain &amp; ask for more money,21
The pols are grossly incompetent,9
spend the money foolishly or corruptly,11
&amp; only take from USA...,9
the crazed and incompetent Mayor of San Juan have done such a poor job of bringing the Island back to health,27
91 Billion Dollars to Puerto Rico,12
and now the Dems want to give them more,9
taking dollars away from our Farmers and so many others,17
Disgraceful,3
are GREAT,2
but the politicians are incompetent or corrupt,14
Puerto Rico got far more money than Texas &amp; Florida combined,19
yet their government can’t do anything right,12
the place is a mess - nothing works,8
FEMA &amp; the Military worked emergency miracles,17
but politicians like....,6
The Democrats today killed a Bill that would have provided great relief to Farmers and yet more money to Puerto Rico despite the fact that Puerto Rico has already been scheduled to receive more hurricane relief funding than any “place” in history,66
The people of Puerto Rico....,8
back the House,3
It will be truly great HealthCare that will work for America,16
Also,2
Republicans will always support Pre-Existing Conditions,16
The Republican Party will be known as the Party of Great HealtCare,18
Meantime,2
the USA is doing better than ever &amp; is respected again,20
are developing a really great HealthCare Plan with far lower premiums (cost) &amp; deductibles than ObamaCare,31
In other words it will be far less expensive &amp; much more usable than ObamaCare,24
Vote will be taken right after the Election when Republicans hold the Senate &amp; win.....,24
Everybody agrees that ObamaCare doesn’t work,15
Premiums &amp; deductibles are far too high - Really bad HealthCare,18
Even the Dems want to replace it,9
but with Medicare for all,7
which would cause 180 million Americans to lose their beloved private health insurance,26
The Republicans....,5
Democrats should stop fighting Sen,8
David Perdue’s disaster relief bill,11
They are blocking funding and relief for our great farmers and rural America,22
No matter what information is given to the crazed Democrats from the No Collusion Mueller Report,27
it will never be good enough,8
Behind closed doors the Dems are laughing,9
The cost of ObamaCare is far too high for our great citizens,18
The deductibles,5
in many cases way over $7000,14
make it almost worthless or unusable,11
Good things are going to happen,8
@SenRickScott @senatemajldr @SenJohnBarrasso @SenBillCassidy,21
Can you believe that the Radical Left Democrats want to do our new and very important Census Report without the all important Citizenship Question,42
Report would be meaningless and a waste of the $Billions (ridiculous) that it costs to put together,28
Democrats,3
working with Republicans in Congress,10
can fix the Asylum and other loopholes quickly,13
We have a major National Emergency at our Border,17
GET IT DONE NOW,4
Now that the long awaited Mueller Report conclusions have been released,18
"most Democrats and others
have gone back to the pre-Witch Hunt phase of their lives before Collusion Delusion took over",30
Others are pretending that their former hero,12
Bob Mueller,3
no longer exists,5
The Democrats are allowing a ridiculous asylum system and major loopholes to remain as a mainstay of our immigration system,39
Mexico is likewise doing NOTHING,10
a very bad combination for our Country,13
Homeland Security is being sooo very nice,13
but not for long,4
“Outrageous,3
it’s the Adam Schiff problem,8
People abusing the access to classified data to then go out in public and make allegations that didn’t prove to be true,35
You look at a decision to essentially investigate a political rival,23
Who made it?” James Freeman,6
@WSJ,2
Everybody is asking how the phony and fraudulent investigation of the No Collusion,26
No Obstruction Trump Campaign began,9
We need to know for future generations to understand,15
This Hoax should never be allowed to happen to another President or Administration again,26
“The Trump Administration has succeeded in dramatically raising the costs to Iran for its sinister behavior,31
at no cost to the U.S,7
or our allies,5
That’s the definition of a foreign-policy achievement.” Bret Stephens,20
@nytimes We are getting stronger all over the world,14
watch,1
Mexico must use its very strong immigration laws to stop the many thousands of people trying to get into the USA,34
Our detention areas are maxed out &amp; we will take no more illegals,21
Next step is to close the Border,8
This will also help us with stopping the Drug flow from Mexico,16
It would be so easy to fix our weak and very stupid Democrat inspired immigration laws,27
In less than one hour,6
and then a vote,4
the problem would be solved,6
But the Dems don’t care about the crime,10
they don’t want any victory for Trump and the Republicans,17
even if good for USA,8
In honor of his past service to our Country,13
Navy Seal #EddieGallagher will soon be moved to less restrictive confinement while he awaits his day in court,30
Process should move quickly,6
@foxandfriends @RepRalphNorman,9
A huge thanks to @HeatherNauert for serving America at the @StateDept,21
Great work,2
I’m proud to have you join the Fulbright board,11
https://t.co/oq0ZaA3MID,19
So funny that The New York Times &amp; The Washington Post got a Pulitzer Prize for their coverage (100% NEGATIVE and FAKE!) of Collusion with Russia - And there was No Collusion,50
So,1
they were either duped or corrupt? In any event,13
